<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
Overall Index,20161115,79394.10,79458.70,79153.40,79236.20,683483000
Overall Index,20161116,79280.00,79418.10,79268.40,79268.40,760509642
Overall Index,20161119,79307.60,79335.60,79127.70,79278.60,478374133
Overall Index,20161121,79306.10,79369.10,79306.00,79318.90,365362985
Overall Index,20161122,79361.30,79418.90,79361.20,79393.80,489639622
Overall Index,20161123,79426.50,79449.90,79384.00,79385.60,438677720
Overall Index,20161126,79511.00,79607.70,79510.90,79541.40,522042318
Overall Index,20161127,79579.30,79685.10,79579.00,79625.90,532427825
Overall Index,20161129,79645.70,80018.60,79645.60,80018.60,567699395
Overall Index,20161203,80180.00,80180.00,80033.80,80058.80,565139495
Overall Index,20161204,80077.70,80115.10,80050.10,80063.70,483516179
Overall Index,20161205,80157.60,80174.60,80014.10,80081.20,551388603
Overall Index,20161206,80139.80,80851.10,80139.70,80830.50,825084533
Overall Index,20161207,80965.30,81344.20,80965.30,81341.60,878130451
Overall Index,20161210,81401.30,81505.70,81250.40,81250.50,432760989
Overall Index,20161211,81264.80,81264.70,80925.80,80925.90,321295615
Overall Index,20161212,81011.20,81129.50,80913.90,80915.50,409798564
Overall Index,20161213,80911.90,80929.20,80741.10,80741.20,311489285
Overall Index,20161214,80792.50,80806.80,80683.50,80683.60,559333382
Overall Index,20161218,80690.00,80782.70,80675.20,80709.00,337890932
Overall Index,20161219,80724.20,80766.00,80413.10,80413.10,399300257
Overall Index,20161220,80511.40,80511.30,80122.60,80122.70,457718537
Overall Index,20161221,80128.00,80250.80,80127.90,80250.00,302767348
Overall Index,20161224,80252.50,80270.70,80161.10,80161.20,327757779
Overall Index,20161225,80159.20,80159.10,79898.70,79898.90,321282128
Overall Index,20161226,79926.30,80092.30,79926.20,79966.50,423290695
Overall Index,20161227,79979.50,80002.10,79800.60,79800.80,456311070
Overall Index,20161228,79822.00,79870.90,79598.30,79691.80,417275596
Overall Index,20161231,79698.30,79758.20,79486.60,79486.60,377297812
Overall Index,20170101,79482.20,79482.20,78895.70,78896.00,355386517
Overall Index,20170102,78894.80,78968.80,78698.90,78968.90,523586855
Overall Index,20170103,78970.40,79011.10,78952.10,78983.70,431588763
Overall Index,20170104,79017.00,79017.10,78959.40,78990.30,335822773
Overall Index,20170107,79002.20,79010.40,78826.50,78826.50,528364364
Overall Index,20170108,78845.40,78911.40,78828.70,78833.40,539142082
Overall Index,20170109,78823.80,78823.80,78609.50,78609.50,377573005
Overall Index,20170111,78652.90,78652.80,78555.40,78622.00,464134231
Overall Index,20170114,78709.10,78946.10,78709.00,78876.20,593739399
Overall Index,20170115,78961.10,79131.10,78961.00,79073.20,636336284
Overall Index,20170116,79101.70,79117.90,79069.50,79084.20,526417183
Overall Index,20170117,79119.30,79293.00,79032.90,79280.40,522553573
Overall Index,20170118,79310.20,79464.90,79310.20,79382.20,450933386
Overall Index,20170121,79390.10,79394.50,79206.40,79206.60,327039924
Overall Index,20170122,79211.50,79217.90,79153.50,79218.00,343160515
Overall Index,20170123,79227.20,79311.30,79217.10,79263.50,369502928
Overall Index,20170124,79281.30,79311.80,78249.00,78249.10,458620889
Overall Index,20170125,78313.20,78325.70,78048.90,78049.00,578604704
Overall Index,20170128,78053.90,78053.80,77714.00,77714.10,493440711
Overall Index,20170129,77715.80,77755.90,77706.50,77707.30,400127230
Overall Index,20170130,77753.20,77999.70,77753.10,77961.40,660598594
Overall Index,20170131,78101.70,78123.40,77975.40,77975.40,1097820999
Overall Index,20170201,77979.80,78004.10,77414.70,77414.90,707988262
Overall Index,20170204,77414.80,77414.70,76825.70,76825.70,430367825
Overall Index,20170205,76830.70,76830.70,76615.90,76616.00,496088909
Overall Index,20170206,76615.30,76750.40,76615.20,76678.70,593036529
Overall Index,20170207,76772.60,76874.20,76765.90,76766.00,573464679
Overall Index,20170208,76787.20,76796.00,76731.80,76792.80,547749184
Overall Index,20170211,76951.80,76968.20,76798.10,76816.80,541701985
Overall Index,20170212,76821.00,76836.90,76772.50,76827.70,438821760
Overall Index,20170213,76867.70,77125.70,76867.60,76975.50,468334161
Overall Index,20170214,77009.30,77061.20,76964.70,77000.20,448809768
Overall Index,20170215,77023.90,77209.40,77023.80,77189.70,526633365
Overall Index,20170218,77202.80,77613.30,77202.80,77599.10,689645155
Overall Index,20170219,77648.30,77772.50,77648.30,77658.60,513805287
Overall Index,20170220,77705.60,77753.60,77697.70,77698.20,492334083
Overall Index,20170221,77733.80,77815.90,77733.80,77800.20,453863740
Overall Index,20170222,77818.10,77898.30,77818.10,77847.20,540287264
Overall Index,20170225,77912.20,77924.50,77850.20,77863.50,570237910
Overall Index,20170226,77891.70,77891.60,77574.60,77574.70,660791316
Overall Index,20170227,77585.90,77617.40,77573.10,77590.70,514918481
Overall Index,20170228,77638.20,77693.60,77593.40,77602.30,698074498
Overall Index,20170301,77631.60,77653.90,77475.10,77475.20,536848172
Overall Index,20170304,77463.50,77463.40,77135.10,77135.10,477982967
Overall Index,20170305,77128.10,77139.60,76766.80,76766.90,508083603
Overall Index,20170306,76799.10,76869.80,76780.20,76789.70,474546306
Overall Index,20170307,76820.60,76829.70,76735.30,76800.40,526249184
Overall Index,20170308,76806.40,76806.30,76285.50,76285.50,728357364
Overall Index,20170311,76287.00,76315.50,76196.50,76315.60,553986143
Overall Index,20170312,76322.70,76374.90,76286.50,76329.00,497847420
Overall Index,20170313,76362.50,76464.40,76331.90,76332.00,526016064
Overall Index,20170314,76394.60,76639.50,76394.60,76639.00,631938739
Overall Index,20170315,76659.10,76775.70,76659.00,76737.90,460658326
Overall Index,20170318,76788.70,77230.00,76788.60,77230.00,483585946
Overall Index,20170325,77238.90,77493.90,77238.80,77485.80,282764388
Overall Index,20170326,77504.80,77541.60,77492.70,77502.90,362972179
Overall Index,20170327,77519.10,77529.40,77480.90,77523.30,356510812
Overall Index,20170328,77533.30,77577.10,77533.20,77548.50,466165632
Overall Index,20170329,77575.10,77607.40,77565.10,77584.40,547432473
Overall Index,20170403,77598.80,77668.00,77598.70,77616.80,409651889
Overall Index,20170404,77682.90,77698.10,77611.40,77647.10,597067676
Overall Index,20170405,77680.00,77739.50,77679.90,77689.90,652694100
Overall Index,20170408,77783.60,77911.80,77783.60,77804.70,768552029
Overall Index,20170409,77945.20,78048.20,77860.40,77860.40,891601534
Overall Index,20170410,78007.30,78204.40,78007.30,78107.80,1243357716
Overall Index,20170412,78149.40,78173.90,78122.50,78132.40,1140348760
Overall Index,20170415,78229.60,78509.80,78229.60,78383.30,1269618602
Overall Index,20170416,78519.40,78649.90,78455.70,78471.70,1246050659
Overall Index,20170417,78541.60,78561.40,78247.40,78247.50,860911727
Overall Index,20170418,78306.50,78431.80,78306.40,78339.80,776121170
Overall Index,20170419,78464.80,78657.60,78464.70,78651.40,852667171
Overall Index,20170422,78812.60,79302.70,78812.50,79302.70,982701666
Overall Index,20170423,79466.70,79577.50,79390.60,79390.60,1012683752
Overall Index,20170424,79407.00,79461.40,79365.80,79425.90,803888712
Overall Index,20170426,79548.00,79596.80,79511.50,79596.90,894705199
Overall Index,20170429,79670.10,79822.90,79670.00,79755.60,813111262
Overall Index,20170430,79821.90,79919.30,79785.00,79785.00,834677365
Overall Index,20170501,79797.20,79909.90,79730.50,79826.60,886214149
Overall Index,20170502,79887.60,80013.80,79887.60,79942.10,832219609
Overall Index,20170503,79995.80,80099.30,79951.60,79969.20,685659738
Overall Index,20170506,80022.60,80027.20,79697.30,79697.40,758427230
Overall Index,20170507,79705.10,79705.10,79604.10,79660.90,793756615
Overall Index,20170508,79756.00,79773.10,79732.80,79744.10,914369596
Overall Index,20170509,79760.80,79858.80,79664.20,79858.80,966644816
Overall Index,20170510,80012.70,80143.40,80012.60,80127.10,876364862
Overall Index,20170513,80151.50,80176.90,80139.40,80142.00,506640340
Overall Index,20170514,80140.80,80140.70,79958.70,79963.00,523527578
Overall Index,20170515,79972.10,80004.70,79957.40,79957.50,380350325
Overall Index,20170516,80042.80,80171.20,80042.70,80129.30,450153875
Overall Index,20170517,80234.80,80397.60,80234.80,80344.20,768674494
Overall Index,20170520,80837.50,81132.60,80837.50,81077.60,865549027
Overall Index,20170521,81149.20,81256.20,81149.20,81194.00,683041936
Overall Index,20170522,81238.00,81308.60,81121.80,81124.40,472248585
Overall Index,20170523,81151.50,81183.40,81124.20,81124.40,504571215
Overall Index,20170524,81140.20,81148.60,81068.30,81146.20,545232776
Overall Index,20170527,81155.40,81161.70,80921.10,80921.20,397277900
Overall Index,20170528,80943.80,80943.80,80713.20,80713.20,387485176
Overall Index,20170529,80716.20,80730.00,80599.50,80607.90,479311856
Overall Index,20170530,80609.10,80621.90,80503.60,80511.50,396938231
Overall Index,20170531,80525.20,80565.80,80513.20,80513.30,471321712
Overall Index,20170603,80529.00,80548.10,80288.90,80288.90,385262771
Overall Index,20170606,80310.10,80332.50,80283.50,80293.50,317644540
Overall Index,20170607,80296.60,80299.70,79758.40,79758.50,526406132
Overall Index,20170610,79811.30,79898.40,79811.20,79855.70,306726428
Overall Index,20170611,79864.80,79884.30,79845.40,79870.70,371698390
Overall Index,20170612,79872.90,79872.80,79564.10,79564.10,261660303
Overall Index,20170613,79569.20,79575.70,79426.80,79426.90,368730039
Overall Index,20170614,79440.20,79474.20,79432.20,79465.70,427765186
Overall Index,20170617,79486.00,79533.70,79285.00,79285.00,329196974
Overall Index,20170618,79294.70,79297.90,78990.40,78990.40,409022368
Overall Index,20170619,79001.70,79001.70,78859.10,78859.20,305463874
Overall Index,20170620,78861.20,78884.40,78833.60,78867.50,312427234
Overall Index,20170621,78880.20,78883.70,78736.10,78736.20,291781139
Overall Index,20170624,78756.90,78772.50,78652.70,78652.70,241221183
Overall Index,20170625,78671.50,78707.30,78661.40,78665.50,314537803
Overall Index,20170628,78687.10,78760.30,78687.10,78704.50,270549888
Overall Index,20170701,78751.10,78820.90,78751.00,78799.70,359152098
Overall Index,20170702,78808.10,78821.20,78765.20,78765.30,271593492
Overall Index,20170703,78775.50,78775.40,78659.10,78659.20,318721398
Overall Index,20170704,78654.10,78671.20,78622.10,78632.50,359722160
Overall Index,20170705,78652.10,78733.80,78644.70,78700.20,411698962
Overall Index,20170708,78799.70,78893.20,78799.60,78881.60,455327119
Overall Index,20170709,78899.80,78993.40,78899.80,78985.40,412708513
Overall Index,20170710,79009.50,79386.60,79009.40,79377.00,550452221
Overall Index,20170711,79414.70,79511.20,79414.60,79490.40,484421123
Overall Index,20170712,79510.80,79566.40,79509.50,79509.60,393350400
Overall Index,20170715,79530.50,79684.00,79530.40,79658.90,494583736
Overall Index,20170716,79669.00,79699.90,79608.70,79620.80,387846256
Overall Index,20170717,79682.20,79705.50,79628.70,79692.90,624199267
Overall Index,20170718,79733.30,79792.60,79733.30,79735.70,360353865
Overall Index,20170719,79764.30,80178.50,79764.30,80162.50,349690575
Overall Index,20170722,80250.10,80671.50,80250.00,80670.80,425926199
Overall Index,20170723,80693.50,80889.00,80676.50,80863.00,579637395
Overall Index,20170724,80894.40,81008.10,80894.40,80933.90,493755121
Overall Index,20170725,80978.00,81242.60,80882.50,81181.70,514926914
Overall Index,20170726,81297.60,81628.50,81297.50,81509.30,789010339
Overall Index,20170729,81572.00,81572.00,81351.00,81420.90,369815411
Overall Index,20170730,81438.50,81635.00,81438.50,81491.40,435047469
Overall Index,20170731,81502.50,81596.70,81502.50,81533.50,424389336
Overall Index,20170801,81553.50,81565.80,81415.80,81415.90,344923822
Overall Index,20170802,81436.30,81445.80,81265.80,81265.90,336267489
Overall Index,20170806,81302.70,81424.60,81302.60,81384.10,358790760
Overall Index,20170807,81397.80,81402.20,81285.70,81285.70,359096536
Overall Index,20170808,81300.20,81346.70,81278.20,81313.90,351800627
Overall Index,20170809,81370.70,81626.40,81370.60,81579.30,479424405
Overall Index,20170812,81613.00,81805.60,81612.90,81763.10,405760701
Overall Index,20170813,81771.60,81818.60,81661.40,81661.50,343665635
Overall Index,20170814,81664.70,81673.60,81597.10,81659.30,367870438
Overall Index,20170815,81659.80,81716.60,81611.30,81696.30,466185239
Overall Index,20170816,81696.30,81741.80,81696.20,81741.90,374967823
Overall Index,20170819,81808.20,82021.10,81808.20,81954.90,642394200
Overall Index,20170820,81986.80,82016.20,81984.30,82016.20,345151995
Overall Index,20170821,82043.40,82084.20,82023.00,82075.00,448067687
Overall Index,20170822,82119.70,82428.50,82119.60,82372.40,581756878
Overall Index,20170823,82413.60,82570.00,82413.50,82541.80,508257658
Overall Index,20170826,82583.50,82933.10,82583.50,82897.10,595865467
Overall Index,20170827,82924.60,82968.10,82853.30,82885.00,432196370
Overall Index,20170828,82898.50,83015.20,82898.50,83012.10,438616274
Overall Index,20170829,83106.50,83401.80,83106.40,83252.00,808686531
Overall Index,20170830,83295.40,83342.90,83262.60,83272.90,542570374
Overall Index,20170902,83299.30,83440.90,83290.50,83428.20,403999059
Overall Index,20170903,83478.60,83586.30,83297.70,83345.20,703533347
Overall Index,20170904,83346.50,83503.80,83333.70,83452.10,493861967
Overall Index,20170905,83460.60,83764.10,83460.60,83733.50,440145695
Overall Index,20170906,83743.90,83762.30,83674.70,83675.30,357292996
Overall Index,20170910,83530.60,83530.50,83255.70,83255.70,342500585
Overall Index,20170911,83238.10,83369.10,83238.00,83369.10,367430294
Overall Index,20170912,83371.30,83490.30,83371.30,83469.20,344921026
Overall Index,20170913,83513.80,83534.50,83480.70,83523.80,457535160
Overall Index,20170916,83524.20,83685.60,83524.10,83683.20,440080617
Overall Index,20170917,83732.00,83916.60,83731.90,83916.60,376260488
Overall Index,20170918,83944.10,84414.40,83944.10,84414.50,369001807
Overall Index,20170919,84455.20,85344.20,84455.20,85343.90,591741081
Overall Index,20170920,85416.40,85832.10,85416.40,85831.80,746454091
Overall Index,20170923,85873.40,85873.40,85769.00,85798.40,581279355
Overall Index,20170924,85820.20,85820.10,85572.50,85588.80,523685887
Overall Index,20170925,85611.20,85645.80,85516.70,85516.90,452172627
Overall Index,20170926,85624.60,85656.40,85619.70,85628.80,531526448
Overall Index,20170927,85742.30,85878.90,85742.30,85819.00,656097470
Overall Index,20171002,85839.60,85839.60,85488.50,85514.90,734396480
Overall Index,20171003,85512.70,85517.40,85354.90,85355.00,416994991
Overall Index,20171004,85364.20,85480.90,85364.10,85429.50,444226427
Overall Index,20171007,85516.70,85520.50,85069.40,85069.50,510525424
Overall Index,20171008,85306.50,85306.50,84554.70,84564.90,619912272
Overall Index,20171009,84568.20,84626.50,84568.20,84611.60,338338552
Overall Index,20171010,84618.70,84751.10,84618.60,84734.40,347527794
Overall Index,20171011,84748.40,84753.30,84725.80,84744.10,431028121
Overall Index,20171014,84852.90,85263.60,84852.90,85263.60,341431300
Overall Index,20171015,85283.80,85394.90,85283.70,85394.90,380881338
Overall Index,20171016,85424.50,85593.80,85424.50,85590.70,447244793
Overall Index,20171017,85615.50,85685.90,85615.50,85660.00,481133856
Overall Index,20171018,85707.40,85771.20,85696.50,85768.00,421161689
Overall Index,20171021,85856.70,86430.50,85856.70,86430.50,580515297
Overall Index,20171022,86547.10,86553.30,86459.10,86480.20,468221772
Overall Index,20171023,86481.80,86481.70,86326.20,86346.20,637586756
Overall Index,20171024,86351.00,86529.10,86350.90,86529.20,570310532
Overall Index,20171025,86564.10,86651.60,86564.10,86636.80,486602023
Overall Index,20171028,86681.10,86939.90,86681.00,86935.40,514438428
Overall Index,20171029,86985.60,87416.60,86985.60,87416.60,717768674
Overall Index,20171030,87520.50,87579.70,87476.70,87477.20,526693381
Overall Index,20171031,87515.10,87649.90,87483.90,87649.90,614297731
Overall Index,20171101,87731.30,87883.40,87731.30,87844.90,550865532
Overall Index,20171104,87886.90,87933.40,87842.10,87868.60,397820326
Overall Index,20171105,87886.00,87974.30,87886.00,87905.10,589352232
Overall Index,20171107,87867.30,87970.30,87867.30,87883.10,408136004
Overall Index,20171108,87880.30,87912.50,87879.60,87897.40,420925272
Overall Index,20171111,87909.00,87925.60,87795.10,87795.20,396066145
Overall Index,20171112,87800.30,87811.60,87744.70,87744.70,392758952
Overall Index,20171113,87761.90,87867.70,87761.80,87832.50,394865969
Overall Index,20171114,87850.60,87976.40,87850.50,87949.80,366824284
Overall Index,20171115,87951.50,88017.30,87951.50,88005.90,455852068
Overall Index,20171118,88027.90,88222.50,88027.90,88202.30,365136471
Overall Index,20171120,88269.10,88354.80,88258.80,88261.20,452532530
Overall Index,20171121,88465.40,88774.60,88465.30,88774.60,690757403
Overall Index,20171122,88829.30,89339.10,88829.20,89339.10,772486338
